scheme_id,paper_id,dataset_id,task_family,task_name,label_scheme_key,label_semantics,class_cardinality,cardinality_type,class_type,input_units,design_ids,component_roles,complete_scheme_in_dataset,eligibility_status,exclusion_reason,evidence_ids
SCH0450,P48723,DS-P48723-TEX-2023,security_state_classification,Longitudinal Chrome web tracker classification,tracker versus non-tracker response|2,tracker versus non-tracker response,2,exact,binary,http_response,DES0183,both_or_unspecified,yes,eligible,,EVD1882 | EVD1685
SCH0451,P48758,DS-WALSH-VIDEO-2024,semantic_inference,Tor cross-vantage open-world video fingerprinting | Tor open-world video fingerprinting,monitored video identity::60,monitored video identity,60,exact,multiclass,action_or_visit,DES0599 | DES0603,both,yes,eligible,,EVD2275 | EVD2279
SCH0452,P48758,DS-WALSH-VIDEO-2024,semantic_inference,Tor cross-vantage closed-world video fingerprinting,video identity::60,video identity,60,exact,multiclass,action_or_visit,DES0601,both,yes,eligible,,EVD2277
SCH0453,P16247,DS-P16247-DOHBRW-ALL-2024,security_state_classification,DoHBrw-ALL dynamic-client classification | DoHBrw-ALL host-plus-network classification,normal doh or one of three malicious doh traffic types|4,normal DoH or one of three malicious DoH traffic types,4,exact,multiclass,session_or_trace,DES0184 | DES0186,both,yes,eligible,,EVD2280 | EVD2281 | EVD2282 | EVD2283 | EVD2284 | EVD2285 | EVD2292 | EVD2293 | EVD2294 | EVD2295 | EVD2296 | EVD2297
SCH0454,P16247,DS-CIRA-CIC-DOHBRW-2020,security_state_classification,DoHBrw-NetEnv binary network-environment classification,normal versus malicious doh|2,normal versus malicious DoH,2,exact,binary,session_or_trace,DES0185,both,yes,eligible,,EVD2286 | EVD2287 | EVD2288 | EVD2289 | EVD2290 | EVD2291
SCH0455,P16931,DS-P16931-WIKI19000,semantic_inference,TLS 1.2 to TLS 1.3 webpage fingerprinting,website identity under tls-version change|500,website identity under TLS-version change,500,exact,multiclass,action_or_visit,DES0189,both,yes,eligible,,EVD2310 | EVD2311 | EVD2312 | EVD2313 | EVD2314 | EVD2315
SCH0456,P16931,DS-P16931-WIKI19000,semantic_inference,Wiki19K Experiment 1: known-page classification,wikipedia page identity|6000,Wikipedia page identity,6000,exact,multiclass,action_or_visit,DES0187,both,yes,eligible,,EVD2298 | EVD2299 | EVD2300 | EVD2301 | EVD2302 | EVD2303
SCH0457,P16931,DS-P16931-WIKI19000,semantic_inference,Wiki19K Experiment 2: new-class reference adaptation,wikipedia page identity|13000,Wikipedia page identity,13000,exact,multiclass,action_or_visit,DES0188,both,yes,eligible,,EVD2304 | EVD2305 | EVD2306 | EVD2307 | EVD2308 | EVD2309
SCH0458,P16931,DS-P16931-GITHUB500,semantic_inference,Wiki19K to GitHub500 adaptive fingerprinting,github page identity|500,GitHub page identity,500,exact,multiclass,action_or_visit,DES0190,target,yes,eligible,,EVD2316 | EVD2317 | EVD2318 | EVD2319 | EVD2320 | EVD2321
SCH0459,P16931,DS-P16931-WIKI19000,semantic_inference,Wiki19K to GitHub500 adaptive fingerprinting,github page identity|500,GitHub page identity,500,exact,multiclass,action_or_visit,DES0190,source,no,eligible,,EVD2316 | EVD2317 | EVD2318 | EVD2319 | EVD2320 | EVD2321
SCH0460,P17290,DS-P17290-ODOH,semantic_inference,Leave-one-client-location-out ODoH fingerprinting | ODoH fingerprinting baseline | Six-week ODoH temporal fingerprinting,website identity|100,website identity,100,exact,multiclass,action_or_visit | device,DES0191 | DES0192 | DES0193,both,yes,eligible,,EVD2322 | EVD2323 | EVD2324 | EVD2325 | EVD2326 | EVD2327 | EVD2328 | EVD2329 | EVD2330 | EVD2331 | EVD2332 | EVD2333 | EVD2334 | EVD2335 | EVD2336 | EVD2337 | EVD2338 | EVD2339
SCH0461,P17610,DS-P17610-CHLO,endpoint_or_platform_identification,Netflix TCP/TLS laboratory user-platform classification | Netflix TCP/TLS laboratory-to-home user-platform classification,"netflix-specific device, operating-system, and software-agent combinations|12","Netflix-specific device, operating-system, and software-agent combinations",12,exact_from_Table_1,multiclass,flow,DES0195 | DES0199,both,yes,eligible,,EVD2346 | EVD2347 | EVD2348 | EVD2349 | EVD2350 | EVD2351 | EVD2371 | EVD2372 | EVD2373 | EVD2374 | EVD2375 | EVD2376 | EVD2377
SCH0462,P17610,DS-P17610-CHLO,endpoint_or_platform_identification,Disney+ TCP/TLS laboratory user-platform classification | Disney+ TCP/TLS laboratory-to-home user-platform classification,"disney+-specific device, operating-system, and software-agent combinations|12","Disney+-specific device, operating-system, and software-agent combinations",12,exact_from_Table_1,multiclass,flow,DES0196 | DES0200,both,yes,eligible,,EVD2352 | EVD2353 | EVD2354 | EVD2355 | EVD2356 | EVD2357 | EVD2378 | EVD2379 | EVD2380 | EVD2381 | EVD2382 | EVD2383 | EVD2384
SCH0463,P17610,DS-P17610-CHLO,endpoint_or_platform_identification,Amazon Prime Video TCP/TLS laboratory user-platform classification | Amazon Prime Video TCP/TLS laboratory-to-home user-platform classification,"amazon prime video-specific device, operating-system, and software-agent combinations|13","Amazon Prime Video-specific device, operating-system, and software-agent combinations",13,exact_from_Table_1,multiclass,flow,DES0197 | DES0201,both,yes,eligible,,EVD2358 | EVD2359 | EVD2360 | EVD2361 | EVD2362 | EVD2363 | EVD2385 | EVD2386 | EVD2387 | EVD2388 | EVD2389 | EVD2390 | EVD2391
SCH0464,P17610,DS-P17610-CHLO,endpoint_or_platform_identification,YouTube TCP/TLS laboratory user-platform classification | YouTube TCP/TLS laboratory-to-home user-platform classification,"youtube-specific device, operating-system, and software-agent combinations|15","YouTube-specific device, operating-system, and software-agent combinations",15,exact_from_Table_1,multiclass,flow,DES0194 | DES0198,both,yes,eligible,,EVD2340 | EVD2341 | EVD2342 | EVD2343 | EVD2344 | EVD2345 | EVD2364 | EVD2365 | EVD2366 | EVD2367 | EVD2368 | EVD2369 | EVD2370
SCH0465,P17815,DS-P17815-ENCRYPTED-DNS,semantic_inference,Cross-location/resolver/platform transfer,website identity|700,website identity,700,exact,multiclass,session_or_trace,DES0204,both,yes,eligible,,EVD2404 | EVD2405 | EVD2406 | EVD2407 | EVD2408 | EVD2409
SCH0466,P17815,DS-P17815-ENCRYPTED-DNS,semantic_inference,Matched-condition encrypted-DNS website classification | Two-week interval temporal transfer matrix,website identity|1500,website identity,1500,exact,multiclass,action_or_visit | session_or_trace,DES0202 | DES0203,both,yes,eligible,,EVD2392 | EVD2393 | EVD2394 | EVD2395 | EVD2396 | EVD2397 | EVD2398 | EVD2399 | EVD2400 | EVD2401 | EVD2402 | EVD2403
SCH0467,P18222,DS-CIC-INVES-ANDMAL-2019,security_state_classification,IDS malicious-flow detection | IDS-to-DoHBrw evolved-malware detection,normal_versus_malicious|2,normal TLS versus malicious TLS,2,exact,binary,flow,DES0206 | DES0207,both_or_unspecified,no,eligible,,EVD2417 | EVD2418 | EVD2419 | EVD2420 | EVD2421 | EVD2422 | EVD2423 | EVD2424 | EVD2425 | EVD2426 | EVD2427 | EVD2428 | EVD2429 | EVD2430
SCH0468,P18222,DS-CIRA-CIC-DOHBRW-2020,security_state_classification,DoHBrw malicious-flow detection | IDS-to-DoHBrw evolved-malware detection,normal_versus_malicious|2,normal DoH versus malicious DoH,2,exact,binary,flow,DES0205 | DES0207,both_or_unspecified,yes,eligible,,EVD2410 | EVD2411 | EVD2412 | EVD2413 | EVD2414 | EVD2415 | EVD2416 | EVD2424 | EVD2425 | EVD2426 | EVD2427 | EVD2428 | EVD2429 | EVD2430
SCH0469,P18222,DS-CSE-CIC-IDS-2018,security_state_classification,IDS malicious-flow detection | IDS-to-DoHBrw evolved-malware detection,normal_versus_malicious|2,normal TLS versus malicious TLS,2,exact,binary,flow,DES0206 | DES0207,both_or_unspecified,yes,eligible,,EVD2417 | EVD2418 | EVD2419 | EVD2420 | EVD2421 | EVD2422 | EVD2423 | EVD2424 | EVD2425 | EVD2426 | EVD2427 | EVD2428 | EVD2429 | EVD2430
SCH0470,P38868,DS-P38868-CATO-CAMPUS-APP-TRAFFIC,semantic_inference,Campus application classification,six named applications plus other|7,six named applications plus other,7,exact,multiclass,flow,DES0208,both,yes,eligible,,EVD2431 | EVD2432 | EVD2433 | EVD2434 | EVD2435 | EVD2436
SCH0471,P39015,DS-P39015-ENCMAL2021,security_state_classification,EncMal2021 TLS malware detection,benign tls versus malicious tls|2,benign TLS versus malicious TLS,2,exact,binary,flow,DES0211,both_or_unspecified,yes,eligible,,EVD2449 | EVD2450 | EVD2451 | EVD2452 | EVD2453 | EVD2454
SCH0472,P39015,DS-CIC-INVES-ANDMAL-2019,security_state_classification,CIC-AndMal2019 TLS malware detection,benign tls versus malicious tls|2,benign TLS versus malicious TLS,2,exact,binary,flow,DES0212,both_or_unspecified,yes,eligible,,EVD2455 | EVD2456 | EVD2457 | EVD2458 | EVD2459 | EVD2460
SCH0473,P39015,DS-CIC-INVES-ANDMAL-2019,security_state_classification,CIC-AndMal2019 malware-family classification,malware family|42,malware family,42,exact,multiclass,flow,DES0210,both,yes,eligible,,EVD2443 | EVD2444 | EVD2445 | EVD2446 | EVD2447 | EVD2448
SCH0474,P39015,DS-P39015-ENCMAL2021,security_state_classification,EncMal2021 malware-family classification,malware family|20,malware family,20,exact,multiclass,flow,DES0209,both,yes,eligible,,EVD2437 | EVD2438 | EVD2439 | EVD2440 | EVD2441 | EVD2442
SCH0475,P39111,DS-P39111-TRANCO-2024,security_state_classification,Matched TLS 1.2 C2 detection | TLS 1.2-to-TLS 1.3 C2 detection,legitimate tls versus c2 tls|2,legitimate TLS versus C2 TLS,2,exact,binary,TLS connection,DES0213 | DES0214,both_or_unspecified,no,eligible,,EVD2461 | EVD2462 | EVD2463 | EVD2464 | EVD2465 | EVD2466 | EVD2467 | EVD2468 | EVD2469 | EVD2470 | EVD2471 | EVD2472
SCH0476,P39111,DS-MALWARE-TRAFFIC-ANALYSIS-NET,security_state_classification,Matched TLS 1.2 C2 detection | TLS 1.2-to-TLS 1.3 C2 detection,legitimate tls versus c2 tls|2,legitimate TLS versus C2 TLS,2,exact,binary,TLS connection,DES0213 | DES0214,both_or_unspecified,yes,eligible,,EVD2461 | EVD2462 | EVD2463 | EVD2464 | EVD2465 | EVD2466 | EVD2467 | EVD2468 | EVD2469 | EVD2470 | EVD2471 | EVD2472
SCH0477,P39111,DS-CIRA-CIC-DOHBRW-2020,security_state_classification,TLS 1.2-to-TLS 1.3 C2 detection,legitimate tls versus c2 tls|2,legitimate TLS versus C2 TLS,2,exact,binary,TLS connection,DES0214,both_or_unspecified,no,eligible,,EVD2467 | EVD2468 | EVD2469 | EVD2470 | EVD2471 | EVD2472
SCH0478,P39111,DS-P39111-METASPLOIT-2024,security_state_classification,Matched TLS 1.2 C2 detection | TLS 1.2-to-TLS 1.3 C2 detection,legitimate tls versus c2 tls|2,legitimate TLS versus C2 TLS,2,exact,binary,TLS connection,DES0213 | DES0214,both_or_unspecified,no,eligible,,EVD2461 | EVD2462 | EVD2463 | EVD2464 | EVD2465 | EVD2466 | EVD2467 | EVD2468 | EVD2469 | EVD2470 | EVD2471 | EVD2472
SCH0479,P39132,DS-P39132-PROTOCOL-WF,semantic_inference,9GAG page fingerprinting | Desktop-to-mobile user-agent page transfer | Mixed-user-agent page fingerprinting,9gag page identity|2326,9GAG page identity,2326,exact,multiclass,action_or_visit,DES0217 | DES0221 | DES0222,both,yes,eligible,,EVD2485 | EVD2486 | EVD2487 | EVD2488 | EVD2489 | EVD2490 | EVD2509 | EVD2510 | EVD2511 | EVD2512 | EVD2513 | EVD2514 | EVD2515 | EVD2516 | EVD2517 | EVD2518 | EVD2519 | EVD2520
SCH0480,P39132,DS-P39132-PROTOCOL-WF,semantic_inference,Cache-to-no-cache domain transfer | Mixed-cache domain fingerprinting | Tranco domain fingerprinting,domain identity|6472,domain identity,6472,exact,multiclass,action_or_visit,DES0215 | DES0219 | DES0220,both,yes,eligible,,EVD2473 | EVD2474 | EVD2475 | EVD2476 | EVD2477 | EVD2478 | EVD2497 | EVD2498 | EVD2499 | EVD2500 | EVD2501 | EVD2502 | EVD2503 | EVD2504 | EVD2505 | EVD2506 | EVD2507 | EVD2508
SCH0481,P39132,DS-P39132-PROTOCOL-WF,semantic_inference,IMDb page fingerprinting,imdb page identity|1592,IMDb page identity,1592,exact,multiclass,action_or_visit,DES0218,both,yes,eligible,,EVD2491 | EVD2492 | EVD2493 | EVD2494 | EVD2495 | EVD2496
SCH0482,P39132,DS-P39132-PROTOCOL-WF,semantic_inference,Wikipedia page fingerprinting,wikipedia page identity|1455,Wikipedia page identity,1455,exact,multiclass,action_or_visit,DES0216,both,yes,eligible,,EVD2479 | EVD2480 | EVD2481 | EVD2482 | EVD2483 | EVD2484
SCH0483,P39497,DS-P39497-GGFAST-TRACE-C,semantic_inference,DoH identification among TLS flows,doh tls versus non-doh tls|2,DoH TLS versus non-DoH TLS,2,exact,binary,flow,DES0223,both_or_unspecified,yes,eligible,,EVD2521 | EVD2522 | EVD2523 | EVD2524 | EVD2525 | EVD2526
SCH0484,P39804,DS-CSTNET-TLS13-2021,semantic_inference,TLS website flow classification | TLS website packet classification | TLS website packet classification under per-packet splitting,tls_website_identity|120,"service, application, or website identity",120,exact,multiclass,flow | packet,DES0224 | DES0225 | DES0226,both,yes,eligible,,EVD2527 | EVD2528 | EVD2529 | EVD2530 | EVD2531 | EVD2532 | EVD2533 | EVD2534 | EVD2535 | EVD2536 | EVD2537 | EVD2538 | EVD2539 | EVD2540 | EVD2541 | EVD2542 | EVD2543 | EVD2544
SCH0485,P41766,DS-CSTNET-TLS13-2021,semantic_inference,CSTNET TLS1.3 website classification,application/service/website identity|120,application/service/website identity,120,exact,multiclass,flow,DES0227,both,yes,eligible,,EVD2545 | EVD2546 | EVD2547 | EVD2548 | EVD2549 | EVD2550
SCH0486,P42690,DS-P42690-INPUT-AGNOSTIC-KWS-2021,semantic_inference,Keyword fingerprinting,keyword identity|50,keyword identity,50,exact,multiclass,session_or_trace,DES0228,both,yes,eligible,,EVD2551 | EVD2552 | EVD2553 | EVD2554 | EVD2555 | EVD2556
SCH0487,P43001,DS-CIRA-CIC-DOHBRW-2020,security_state_classification,Replayed DoH malicious-flow classification,benign doh versus malicious doh|2,benign DoH versus malicious DoH,2,exact,binary,flow,DES0231,both_or_unspecified,yes,eligible,,EVD2569 | EVD2570 | EVD2571 | EVD2572 | EVD2573 | EVD2574
SCH0488,P43001,DS-P43001-ROSETTA-APPLICATION,semantic_inference,Cross-network application identification,application identity|6,application identity,6,exact,multiclass,flow,DES0230,both,yes,eligible,,EVD2563 | EVD2564 | EVD2565 | EVD2566 | EVD2567 | EVD2568
SCH0489,P43001,DS-P43001-ROSETTA-WEBSITE,semantic_inference,Cross-network website identification,website identity|12,website identity,12,exact,multiclass,flow,DES0229,both,yes,eligible,,EVD2557 | EVD2558 | EVD2559 | EVD2560 | EVD2561 | EVD2562
SCH0490,P44828,DS-P44828-INTRADOMAIN-WPF,semantic_inference,D1 closed-world page fingerprinting,d1 social-media page identity|1000,D1 social-media page identity,1000,exact,multiclass,action_or_visit,DES0232,both,yes,eligible,,EVD2575 | EVD2576 | EVD2577 | EVD2578 | EVD2579 | EVD2580
SCH0491,P44828,DS-P44828-INTRADOMAIN-WPF,semantic_inference,D2 closed-world page fingerprinting,d2 social-media page identity|300,D2 social-media page identity,300,exact,multiclass,action_or_visit,DES0233,both,yes,eligible,,EVD2581 | EVD2582 | EVD2583 | EVD2584 | EVD2585 | EVD2586
SCH0492,P44828,DS-P44828-INTRADOMAIN-WPF,semantic_inference,D3 open-world page fingerprinting,300 monitored page identities plus unmonitored|301,300 monitored page identities plus unmonitored,301,exact,multiclass,action_or_visit,DES0234,both,yes,eligible,,EVD2587 | EVD2588 | EVD2589 | EVD2590 | EVD2591 | EVD2592
SCH0493,P45261,DS-CSTNET-TLS13-2021,semantic_inference,CSTNET TLS 1.3 app classification,tls application identity|120,TLS application identity,120,exact,multiclass,flow,DES0235,both,yes,eligible,,EVD2593 | EVD2594 | EVD2595 | EVD2596 | EVD2597 | EVD2598
SCH0494,P48758,DS-WALSH-VIDEO-2024,semantic_inference,HTTPS-only cross-vantage closed-world video fingerprinting,video_identity|closed_world|60,video identity,60,exact,multiclass,action_or_visit,DES0237,both,yes,eligible,,EVD2605 | EVD2606 | EVD2607 | EVD2608 | EVD2609 | EVD2610
SCH0495,P48758,DS-WALSH-VIDEO-2024,semantic_inference,HTTPS-only cross-vantage open-world video fingerprinting | HTTPS-only open-world video fingerprinting,video_identity|open_world|61,60 monitored video identities plus one unmonitored output class,61,exact_N_plus_1,multiclass,action_or_visit,DES0236 | DES0238,both,yes,eligible,,EVD2599 | EVD2600 | EVD2601 | EVD2602 | EVD2603 | EVD2604 | EVD2611 | EVD2612 | EVD2613 | EVD2614 | EVD2615 | EVD2616
